CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography,Gender,Exited
424,79,5,28145.097602984253,1,0,1,55121.82798218296,France,Male,1
462,77,6,175921.49436519895,1,0,1,66980.54266896188,Spain,Male,1
805,61,9,135174.61916122757,3,1,0,132131.06339619873,Spain,Male,1
769,67,2,24133.617548860202,1,1,1,124179.64206216662,France,Male,0
771,31,2,60473.45706470974,1,0,0,142255.17369773745,Spain,Female,0
453,70,9,3101.0090693286975,3,0,0,78875.3770609875,Germany,Female,0
689,73,5,117191.99136612646,1,0,0,166559.5538571959,France,Female,1
603,28,2,75316.3151900001,2,1,1,48776.65561959445,France,Male,1
576,26,1,149589.3710744397,1,0,0,99117.74202844925,Germany,Male,1
461,51,7,74309.4519271543,1,1,0,162178.35709287177,Germany,Female,1
822,29,4,74979.77787674617,2,1,0,44230.14306919766,Germany,Female,0
448,52,0,185798.29968290083,2,1,1,30873.99161074876,Spain,Male,1
502,52,2,12035.708994588362,2,1,1,177899.95386071806,France,Female,0
698,18,9,225723.7487979968,2,1,1,75156.63592424722,Spain,Female,0
751,57,7,213065.96859779538,1,0,0,139935.3237327161,Germany,Male,1
733,39,3,166951.1708066016,2,0,1,14816.234810148311,Spain,Female,0
715,77,6,148305.3925268461,2,1,0,141108.90879779542,Germany,Female,0
687,46,9,223075.62453491305,3,0,0,70059.24919392439,Spain,Female,0
543,25,1,46332.54488217861,2,1,1,20590.76218161393,Spain,Male,0
659,28,6,19742.290547707154,2,1,0,125864.42469414223,Germany,Female,1
512,58,4,59877.54247738453,3,0,1,55752.72505390292,Spain,Female,1
557,54,4,198644.56967504756,3,0,0,83493.3759898572,France,Female,0
794,31,5,8667.56668162083,1,0,1,25310.354334437583,Spain,Male,1
518,77,8,145701.7087708724,3,0,0,37961.01770803961,Spain,Male,0
833,47,5,248859.37904782748,1,0,0,66615.67474421031,France,Female,1
510,52,7,213924.02345938486,3,1,0,27054.305106429856,Germany,Male,1
417,38,6,130361.42226089737,3,0,0,183056.9902903999,France,Female,1
638,54,8,15910.227321660586,1,0,0,11148.938204955899,Spain,Male,1
747,22,3,207843.37859642747,3,0,1,101933.44158421917,Germany,Male,1
626,36,1,149744.62704430264,1,1,0,33417.01704518477,Spain,Female,0
653,76,6,28733.249264891707,3,0,1,68459.02700081022,Spain,Female,1
753,31,5,23464.32120583905,2,1,1,185951.31636547044,France,Female,0
733,43,0,227406.7048591481,3,0,1,40721.9651220575,France,Male,0
741,79,8,167300.06573451962,1,0,0,193508.1407464832,Germany,Female,1
484,21,8,207321.69982918887,3,1,0,49100.931627990125,Germany,Male,0
544,42,1,219744.72507056684,1,0,0,150897.56060869762,Germany,Male,1
750,62,2,142943.08801208055,1,0,1,113868.68033048922,Spain,Female,0
477,59,4,129361.58793876032,2,1,0,178050.95824338423,France,Male,0
382,42,4,107606.85258024755,2,0,0,115258.71854559488,France,Female,1
525,35,0,79236.64694777982,1,1,1,111566.25163969865,France,Male,1
809,57,7,108648.99021467795,3,1,1,47137.020069995975,Germany,Female,1
792,25,7,193469.9139325391,1,1,1,41583.57878981516,France,Male,1
720,56,3,150480.85775378288,1,1,1,184132.9387119477,France,Male,0
819,57,6,223130.82248871154,3,1,1,72289.25778150647,France,Female,1
724,31,9,110845.00359479693,3,0,1,80695.62844295023,Germany,Male,0
371,49,2,151772.3946796885,3,0,0,154366.49510139378,France,Female,0
587,68,5,157826.88827299717,3,0,1,74376.4616603334,Germany,Male,0
507,78,9,147924.29057658138,1,1,0,190891.86486141052,France,Male,0
387,55,9,175658.44327137907,1,1,0,150206.27610977206,France,Male,0
579,50,8,59358.36709370157,2,1,0,123511.5560889498,France,Female,0
714,40,0,128090.94438644766,1,1,1,177370.08050350298,Germany,Female,1
400,32,4,26056.200702086917,3,0,0,19425.12258640172,Germany,Female,0
787,50,3,96127.83191120313,2,0,1,58841.91151594966,France,Female,0
613,42,7,121916.7671553161,3,1,1,98356.90350197289,Spain,Female,0
632,34,0,163056.0648863681,1,1,0,53125.922499588996,Germany,Male,1
376,50,8,237632.7631465509,2,0,1,151341.98558740888,Germany,Male,1
575,64,5,150162.76663708896,3,1,0,184649.52590020778,France,Female,0
626,72,3,185898.47904413994,2,1,0,90516.32278687545,Spain,Male,1
635,19,8,126566.51487380068,2,1,1,75005.19402126005,France,Male,0
446,31,4,158526.00784408284,1,0,0,192694.6391061376,Germany,Male,1
633,70,4,17733.054033443357,3,0,0,94521.96223723276,Germany,Male,0
716,57,4,63597.89521046175,2,1,0,102919.19608536382,France,Female,1
797,57,0,90463.27330128467,2,0,1,76813.47574496202,France,Male,1
830,68,0,118123.3387516284,3,1,0,182814.2098723063,Spain,Female,1
802,56,7,11412.186375595935,2,1,1,118101.54182355164,Spain,Female,0
666,68,7,35006.024388329424,2,0,1,154813.17156451248,Germany,Male,0
653,23,5,69203.57694782644,2,1,0,164243.27648666842,Spain,Female,0
496,23,3,242883.17272526267,3,1,0,74951.31796427905,Spain,Male,1
353,20,1,82836.75177576269,3,0,1,92401.9229508722,Germany,Male,1
384,24,1,120510.26452802063,3,1,1,171209.6371371903,Germany,Male,0
541,68,8,49024.42818459823,3,1,0,79018.51681840395,Germany,Female,1
398,25,4,152695.01776894205,1,1,0,160847.67535585174,Germany,Female,0
366,59,3,70170.80387899358,2,0,1,188788.54128914306,France,Female,0
521,69,9,51748.144609606694,3,1,1,128409.97088292132,Germany,Male,0
569,32,0,129143.15711149477,2,0,1,150909.1846158589,Germany,Male,0
507,64,6,1376.4497901052052,2,1,1,162968.48928781564,Germany,Male,1
826,46,2,1916.0081623063318,1,1,1,170557.53329036207,Spain,Female,1
395,50,5,54767.20227546444,3,1,0,85060.13419279123,Germany,Male,1
722,69,4,9180.340625205285,3,1,1,19740.057243439653,France,Male,0
355,47,4,27006.438532672844,2,0,1,86356.49153498051,France,Female,1
448,56,4,84715.1623346879,3,0,0,138013.68365897707,Germany,Female,0
729,44,0,200646.41989495323,2,1,0,95566.57329835063,France,Female,0
582,53,0,143012.16084232522,2,1,1,152302.99866347574,Spain,Male,0
386,46,2,128166.9314891041,1,1,1,77826.66159904614,Germany,Male,0
629,55,9,73372.20580203041,1,1,0,130601.38680976561,France,Male,0
698,74,3,232938.4298582041,1,1,1,45419.76292225517,France,Female,0
846,50,4,99253.76030929791,2,1,1,152380.19296254183,Germany,Female,1
651,78,1,21773.191698942872,3,1,0,113682.23407447491,France,Female,1
530,54,7,154266.62902945033,1,1,1,48772.23382385411,Germany,Female,1
444,44,1,28459.598369150353,3,0,0,65463.12296458338,France,Male,1
448,72,8,86305.78570042302,1,0,0,152235.65463054815,Spain,Male,0
537,50,1,126852.98467945222,1,0,0,101694.23477568894,France,Male,0
830,79,8,218555.63117129396,2,1,0,51045.97367468372,France,Male,1
465,21,6,123386.64508502967,1,1,1,193781.52617035655,Germany,Male,1
540,39,7,175564.69150791605,1,1,0,145873.7537652087,France,Male,1
602,19,1,248204.2097497676,2,0,1,191855.61818256127,Germany,Male,1
818,27,6,32872.2799744954,3,1,1,91149.95861846521,Spain,Male,1
765,22,5,68682.88137987988,1,0,1,100269.06473142689,Germany,Female,1
820,76,3,98644.0188994116,2,1,1,180611.49107515364,Germany,Female,1
510,27,6,105457.04463470784,1,0,1,109759.37464662308,France,Male,1
605,50,3,102755.26881638644,2,0,0,144382.99326207675,Spain,Female,0
672,71,1,226902.7506391387,3,0,0,57912.846724150695,Germany,Male,0
477,55,9,178508.16111671412,3,1,0,94878.0290535017,France,Male,0
367,30,6,151976.30352267594,2,0,0,33455.47450396747,France,Female,0
630,48,7,77343.17946569552,2,1,1,49136.20681662272,Germany,Male,1
839,64,1,205947.59605532367,2,1,0,10179.248900849907,France,Male,0
572,53,4,238765.12787124724,3,1,1,17460.359813245443,Germany,Male,1
403,62,0,205299.57063755664,1,1,1,195683.92640361656,Germany,Male,0
407,41,6,391.27629786822604,3,1,0,56047.20207598484,Germany,Male,1
672,69,7,159100.34254585174,2,0,0,136029.03480576037,Spain,Male,1
709,73,5,12783.845360525182,2,1,0,169428.9427719262,Germany,Male,0
523,32,4,64401.80508343047,3,1,0,114625.4872549472,France,Female,0
629,46,5,14881.175086942922,2,1,1,39097.45501595167,Spain,Female,1
463,25,1,150948.86323734693,3,1,1,148342.1230938716,France,Male,1
637,22,0,171647.4783731517,2,1,0,124047.76791892078,Spain,Female,1
780,46,6,28621.90951647628,1,0,1,148937.61197600127,Spain,Male,0
691,64,6,95959.72076124487,1,0,1,156251.85834284656,Spain,Male,0
500,21,9,114059.1272388855,2,1,1,195327.96986010156,Spain,Male,1
799,29,9,92263.25544022914,3,0,0,118977.02320507489,France,Male,0
476,62,1,30256.25012129826,1,0,1,74911.81141121435,Germany,Female,1
504,19,1,104736.94754686885,3,1,0,133208.26581104504,France,Female,0
839,44,0,187794.51195210454,2,0,0,23003.734756098966,Germany,Female,0
735,48,9,17751.916133313865,3,1,1,180505.4904811014,France,Female,0
823,68,7,20045.003520475864,1,0,1,32682.392154257388,Spain,Male,0
622,68,7,88692.82295899605,3,0,0,72290.13919830546,Spain,Female,0
453,53,0,235431.42790473127,3,0,1,164991.62231896297,Germany,Male,1
766,53,7,167143.16168072852,2,1,1,123489.35188283525,Germany,Male,1
742,43,8,169667.4891681412,2,0,0,84790.748852714,France,Female,0
648,60,3,90479.99770946625,2,0,0,99952.77528125407,Germany,Male,1
595,44,0,148415.19780213461,1,1,0,172364.00470841426,France,Female,1
525,22,0,2532.7960069358446,1,1,0,74600.83335137951,Germany,Female,0
388,37,2,159024.01160238555,2,0,1,175233.44011431254,Germany,Female,1
826,28,4,228321.7368940592,2,1,1,26745.541885571383,Germany,Female,0
519,79,4,153143.3670862048,1,0,0,157591.70306963983,Spain,Female,1
596,27,8,218424.64836658625,1,0,0,171034.0502803999,Spain,Male,1
375,57,9,180993.26386652346,1,1,0,44545.35403909436,France,Female,1
704,55,1,30139.604100922563,1,1,1,91765.84115071809,Germany,Female,1
655,23,1,225613.32682146042,2,1,0,41444.957186094565,France,Male,1
758,25,5,16610.96108894372,1,0,1,144254.7845089014,Germany,Female,1
757,40,8,133491.86813694093,2,1,0,111716.07593171477,Spain,Female,1
362,64,0,35534.280948364416,3,0,0,130711.43587458099,Spain,Male,0
665,43,8,2926.6526827260163,3,1,0,47332.52372168012,Germany,Male,0
740,63,8,105508.56503190975,1,0,1,50231.71378995971,Germany,Female,0
662,60,8,73760.17691353906,3,1,1,17884.49184688221,Spain,Male,0
385,29,4,121500.12344940075,3,0,1,71192.83168718865,Spain,Female,1
522,43,8,144299.9716836377,3,1,0,116351.48565339824,France,Male,1
369,30,3,10934.768077236839,1,0,1,173007.63365949248,Spain,Female,1
670,57,1,30750.82378093641,1,1,1,136716.21501714934,Germany,Female,0
613,79,5,139660.59911260635,3,1,0,92725.30144595278,France,Female,0
843,35,3,85791.83829316456,2,0,0,191092.82173488618,Germany,Male,0
749,42,5,182293.371887362,3,1,1,146656.58810940804,France,Female,1
491,50,2,163072.91214798493,1,0,1,186731.3885438845,Germany,Male,0
809,64,5,211401.0907474767,1,0,1,110241.71492171148,Spain,Female,1
720,57,1,173123.2066673063,1,1,1,59191.812210696524,Germany,Female,0
820,77,1,107482.76934753703,3,0,0,20037.07040929718,France,Female,1
492,60,8,168241.6555986081,2,1,0,147956.12178193158,Germany,Female,0
441,29,6,68845.29356385463,1,1,0,33047.56962105149,France,Female,1
703,61,2,76578.37469455317,1,0,1,67527.27437167376,Germany,Male,0
671,53,0,197246.28998019834,3,1,1,111169.4724979405,Spain,Male,0
637,65,7,111604.87910039554,2,0,0,117239.15167815206,Spain,Male,1
564,21,5,199595.08512958811,3,0,0,124110.80742755585,Germany,Female,1
796,22,6,205605.5934170696,1,1,1,41588.51276644312,Germany,Female,0
691,73,8,214390.58441532095,2,1,1,82150.10691611326,Germany,Male,1
400,54,4,229158.80896030183,2,0,0,127266.90315222368,France,Female,0
502,25,0,107746.30512832406,1,0,0,194265.5842804191,Germany,Female,1
535,59,9,79716.70458028471,2,1,0,148249.91616294085,Germany,Female,0
412,66,6,145549.68664852847,2,1,1,185294.713847852,France,Male,1
539,45,4,92793.10585940689,3,1,1,154820.29107969365,Spain,Male,0
474,48,2,150268.54170005824,1,1,1,122426.22408955608,Germany,Male,0
499,75,8,176396.46566095616,1,0,1,46484.44013590546,Germany,Male,0
663,26,0,172101.2546230342,1,1,1,136670.2738595775,Spain,Male,1
407,71,0,93638.22175503033,1,0,1,128442.11753238234,Spain,Female,0
691,68,0,41715.050424688205,1,0,0,124469.14238688063,France,Female,1
654,46,2,107632.33461555188,2,1,0,103059.31491776575,Germany,Female,1
529,31,5,35648.536020477186,3,0,1,110444.75475796236,Germany,Female,1
519,57,9,222524.25879595208,1,1,0,73544.08015243977,France,Male,0
675,58,2,86469.36518446435,3,0,1,108669.41160203761,Spain,Male,1
620,39,7,38614.93680583095,3,1,0,47535.62207891087,France,Female,1
403,28,9,6361.939976437719,2,0,1,162983.1354984716,Spain,Male,1
840,40,1,161455.59657162105,1,0,0,45297.62139275448,France,Female,0
793,18,8,159225.5793636858,2,1,0,26143.59507899862,Spain,Female,1
450,63,2,85151.04164532291,1,1,1,92886.7450078599,France,Female,1
830,54,4,17927.97221191275,2,0,1,135078.41350615176,Spain,Female,1
613,38,9,102407.22372380801,3,0,0,93166.19673737285,Spain,Male,1
402,43,7,77804.37376584839,1,1,0,62583.285070748636,Spain,Female,0
409,63,1,169280.15993375235,3,0,1,116052.52493918374,Spain,Male,0
841,53,5,151444.8123631726,3,1,0,75930.44372831799,Spain,Female,1
457,71,4,91148.432049385,2,0,1,187244.8611240603,Germany,Female,1
354,40,9,54473.138563747525,1,1,1,185302.5765246787,Spain,Female,1
452,74,8,247008.99153889797,3,0,0,105450.64579469814,Germany,Female,1
545,18,4,113500.40529902872,2,1,1,72297.95886346912,Spain,Male,0
611,71,1,172068.55894505925,1,1,0,150055.15865176142,Germany,Female,0
714,72,4,35138.241894590195,1,0,0,16975.45926178266,Germany,Male,0
829,68,3,121397.42491484946,3,1,1,100206.11114829374,France,Female,0
721,57,6,6884.179967366372,1,0,0,73901.44491136337,Spain,Female,1
699,32,5,126363.7794776125,3,1,1,184901.8181694854,France,Female,1
396,38,1,241004.35177942557,1,1,1,12280.575181809683,France,Male,0
704,64,4,96051.67824645006,2,1,1,115034.82638648633,Spain,Female,0
660,26,6,9749.003143727898,3,0,0,150726.08040265893,France,Female,1
773,70,6,7738.9477298358825,3,1,1,102153.41762956783,Spain,Female,1
657,26,4,96996.68998671738,1,0,0,26226.575730917117,France,Female,1
493,27,8,40006.234115798514,1,1,1,194767.66410530143,Spain,Female,1
618,69,3,5838.024082046478,3,0,1,108421.9819614586,Spain,Male,1
719,74,2,189053.40348754422,1,0,1,126695.38642061217,Spain,Male,0
473,70,3,114630.75222047267,2,0,0,54955.85871442639,Germany,Female,0
455,43,4,72311.19299316363,1,1,0,101864.63617029272,France,Female,1
507,58,5,225020.7957541202,2,0,1,91538.40347208115,Germany,Male,1
496,52,2,29034.740050131404,2,1,1,24230.20998037691,France,Female,0
494,69,1,238979.7072388298,2,0,0,30170.467174018773,France,Male,1
469,42,3,78491.6793443382,2,0,0,169119.77872756717,France,Female,0
668,43,4,222100.9180771703,2,0,0,55565.79091925215,Germany,Female,0
624,28,3,150735.7191198654,1,0,1,47042.0715847398,France,Male,0
441,55,2,206676.83993537186,2,1,0,105933.17573752646,Germany,Female,0
407,19,7,246003.29080261607,1,0,1,156061.95495887747,Spain,Male,1
788,24,9,72101.35945468643,2,0,0,21769.838530007706,France,Male,1
695,35,3,240283.87135189824,3,1,1,119593.50473126861,France,Male,0
578,44,1,97370.47372560509,2,0,1,32649.98413970894,Spain,Female,1
823,51,1,96377.97618423057,3,0,1,16927.599656867507,Spain,Male,1
466,44,0,85096.77606362643,2,0,0,20021.350910821304,France,Male,1
667,34,3,135351.9018368963,2,0,0,168491.18055960385,Spain,Female,1
628,60,9,38536.260794621776,2,1,0,32414.771889331696,Germany,Female,0
476,76,8,138427.8713395028,3,1,1,18578.75923833547,Germany,Female,1
742,61,6,135426.203102501,3,0,1,93200.97855715333,France,Female,0
745,76,9,190475.4531512175,2,1,0,170358.7596689847,Germany,Female,0
478,68,6,208412.4904843964,1,1,1,59857.591532967366,Germany,Female,1
407,71,6,110110.33757810602,2,0,1,90125.39732992412,France,Male,0
471,41,7,75583.31233787343,3,1,1,17585.28118711273,Spain,Female,1
350,42,0,64833.72432927362,2,0,0,95324.91768562641,France,Male,1
588,24,9,48655.959176217984,3,1,1,119746.4853210554,Germany,Female,0
639,69,9,14411.89554975622,3,1,0,118472.34021290751,France,Male,1
445,23,7,85611.99470867834,3,1,0,73161.07151312938,France,Male,0
475,70,3,67561.92303269582,2,0,0,69951.30432599575,Germany,Female,0
467,41,3,241604.34646660183,3,1,0,30258.487597953597,Germany,Female,1
397,50,3,139427.20656251098,3,0,0,79691.680922791,France,Male,1
438,66,5,86819.25975762689,2,0,1,28903.987085863286,Germany,Female,1
837,46,6,145116.900248424,3,1,0,155653.2294952898,Germany,Female,0
586,60,5,34799.175336423876,2,0,0,193592.11657215533,Germany,Male,1
722,39,0,111010.93730055072,3,1,0,194314.1467666743,Germany,Male,0
734,43,7,156558.58035526596,1,0,1,174363.50888132481,Germany,Male,0
621,45,9,122224.45794811285,1,0,1,124150.50837452764,Germany,Female,1
538,67,6,100444.70016358106,3,1,1,143164.48247633717,Spain,Female,1
836,38,5,248462.09722492454,1,1,1,64189.10250927867,France,Female,1
541,66,5,220078.69053723174,2,1,0,129846.37983279792,Germany,Female,0
796,24,4,155851.48953986002,1,1,0,96573.41439357672,France,Male,1
418,34,5,142344.3402955707,3,0,1,101583.29455761718,Spain,Female,0
627,37,8,155165.11995614602,3,0,1,153977.54647128002,Germany,Male,1
698,58,9,50328.026955608315,2,0,1,63564.487563477815,France,Female,1
596,66,8,98784.43581607965,3,1,1,70427.52622195877,Germany,Female,0
800,37,9,9864.88322272483,2,0,0,185681.94031444096,Germany,Male,0
425,71,7,118886.50937170666,1,1,1,20682.616021684727,Germany,Female,1
503,39,9,135756.1459894158,1,0,1,102270.51669853467,Germany,Female,1
493,45,8,56937.434025802395,2,1,1,183432.15207749372,Germany,Male,1
784,78,9,241007.21179137845,2,0,1,125968.97148544983,Germany,Female,1
834,57,7,227363.6527343105,3,0,1,113817.3441003051,Germany,Male,1
435,66,7,180535.80886397648,1,1,1,57451.39405357749,Spain,Male,0
534,24,0,133346.65719134064,2,0,1,75222.34292224517,Spain,Male,0
634,18,9,217492.28991192125,1,1,0,171889.19900289166,Germany,Male,0
811,49,4,32663.08595586573,2,0,0,116251.44503600705,Germany,Female,0
569,30,3,197627.44856872124,1,0,0,107801.01681378817,Spain,Female,1
418,47,1,31205.203491712076,3,1,0,28920.145572605496,Spain,Female,0
396,40,7,198552.66563735137,1,1,0,13045.349726473392,Spain,Male,0
846,68,2,68941.89206283924,1,0,0,193100.18585053933,Germany,Female,0
443,76,3,219272.64525454724,1,0,1,81627.37178449992,France,Female,1
587,73,6,236010.52345634945,1,0,1,124610.48179890582,France,Female,0
795,36,9,37198.99235127891,1,0,0,25145.86390558415,France,Female,1
849,79,8,115668.90126634837,3,0,1,139791.71428737885,France,Male,0
802,49,1,245246.84454067127,2,0,0,187187.67465413257,Germany,Male,1
553,47,2,120851.85899328666,1,1,1,119376.39806950974,France,Female,0
749,46,3,215886.88062863628,3,1,1,33961.911251328005,Spain,Male,1
567,66,9,147182.88053282996,1,1,1,120527.09021996058,Spain,Female,0
823,62,0,93832.47697990046,1,0,1,155605.97048988394,France,Female,1
781,46,6,71445.88888146754,2,0,1,87219.14194906355,Spain,Female,1
690,47,1,50805.77277152182,1,0,1,177169.1721088789,Germany,Male,0
388,33,4,190449.5478444243,3,1,0,133249.76113789924,France,Female,1
449,57,0,96635.12670575696,3,1,0,180857.2944749485,France,Male,1
638,36,2,127818.8655501878,2,0,1,128466.00913699406,Germany,Male,0
603,35,1,123081.37000029549,1,0,0,34944.7146809166,Spain,Female,0
571,18,0,144319.7573082828,3,1,1,68841.42510998592,Germany,Male,1
706,31,6,216394.28640613807,1,1,0,48341.040167966814,Germany,Male,0
372,68,4,245184.83589585734,1,1,1,182677.03456620383,Spain,Female,0
599,64,0,101896.05214345423,1,0,0,154476.0127846217,Germany,Male,0
359,67,5,206879.73052657576,2,0,1,138515.69009290115,Spain,Male,1
595,19,4,191131.94866367942,1,0,0,67183.60073000813,Spain,Female,1
674,71,2,143382.2378638933,3,1,1,44968.50668954057,Germany,Female,1
449,45,6,239011.78590298328,1,1,0,153725.70671789325,Spain,Male,1
639,66,9,50118.6288821007,3,0,1,100090.00971702514,Germany,Female,1
529,67,8,27316.052577405353,1,0,1,52900.01490861953,Spain,Female,1
572,47,8,213490.49173885555,3,1,1,127158.17585140227,France,Male,1
743,55,8,109787.45415843707,3,0,0,17663.431906305876,Spain,Male,0
599,68,1,211742.2135517651,1,1,0,71972.34828436817,Spain,Female,1
496,21,2,223272.55129885374,1,1,0,99025.82897231558,Germany,Male,1
791,18,6,15614.39840476786,3,0,1,38112.08348078711,Spain,Female,0
445,25,4,220866.19074651517,2,1,0,197084.35074225953,France,Female,0
606,46,1,112079.76384235555,1,0,1,49728.49927202671,France,Male,0
674,72,2,127608.12225105806,2,1,0,34767.09470822045,Spain,Male,1
842,56,9,156648.12777330255,1,1,0,48671.626038510316,Spain,Female,0
353,20,5,231595.65168252168,1,0,0,156121.6153003476,France,Female,1
365,49,6,4779.023607441008,1,1,0,90846.07526165013,Germany,Female,1
629,27,8,119210.86707945427,1,0,1,117429.02855298223,France,Female,1
685,27,0,171930.51060764017,2,0,0,13991.73982740854,France,Male,0
596,36,6,180676.7394245571,1,1,0,16541.948628929767,Spain,Female,0
607,63,7,173133.107884277,3,0,1,94706.85446713307,Spain,Male,1
846,51,2,33608.78235203047,3,0,1,165164.49620830847,France,Male,1
825,77,3,74848.8970929203,2,0,0,178195.3869544374,Germany,Female,1
733,50,9,89678.88135425336,1,0,0,26474.24784317164,France,Male,0
509,40,5,201109.30191987625,3,0,1,112288.98939919432,France,Male,1
824,72,9,69689.96810363825,2,0,1,183513.6403930614,Germany,Female,0
689,45,6,52676.24096680079,1,1,1,83714.82333559841,France,Male,1
501,49,3,239362.00475952405,3,0,0,167617.50797139003,France,Male,0
745,67,7,2215.8212783672247,3,1,0,35402.17433589288,Spain,Female,1
527,24,4,249455.21392049454,2,1,0,187724.95303688175,Germany,Female,0
512,46,0,169205.3247143489,1,0,1,152770.4303309475,Spain,Female,0
729,25,3,207117.32486227926,1,1,1,188853.53462951133,Spain,Female,0
382,18,2,73654.84908654829,3,1,1,138557.27437497623,Germany,Female,0
766,74,8,3578.8194167649945,3,0,0,79046.74707989112,Germany,Female,0
794,72,7,184467.3796403825,3,0,1,188254.42277969726,France,Female,0
528,20,0,208536.14925016894,1,0,0,62357.68749874391,Spain,Male,1
776,41,5,185119.0329883798,2,1,1,73112.77919172918,Germany,Male,1
450,40,8,35712.57182520965,2,1,0,143153.59942033066,Spain,Female,1
617,76,6,188356.98056424226,1,0,0,155410.0969098234,Spain,Male,1
672,78,3,192230.69552691025,2,0,1,186586.66193133921,Germany,Male,0
414,25,0,164635.12891751374,3,1,0,48912.457720679806,France,Female,1
766,71,1,191528.98319889655,2,1,1,161619.62669165255,Spain,Male,0
517,74,4,211480.35991943305,2,1,0,150323.75014542305,Germany,Female,0
679,64,4,153401.0285593646,2,1,1,22120.965688183594,France,Male,0
392,54,7,22151.178492419764,3,0,1,83572.39682993932,Spain,Female,1
393,20,5,121906.95241680271,1,1,0,63725.436841418734,Germany,Male,0
634,68,7,19412.333667901265,3,1,1,67853.18062726577,Spain,Male,1
746,50,1,101885.7577581077,1,1,0,196759.90711539317,Germany,Male,1
361,45,2,101776.6222814069,1,1,1,132127.7085611863,Germany,Female,1
444,64,5,16502.461035060394,1,0,1,146358.46998076493,Spain,Male,1
651,25,9,87205.13349236983,2,0,1,195557.35108985176,Spain,Male,1
735,51,2,27749.52469782871,2,1,1,81668.33866695136,Germany,Female,0
602,52,5,202058.80250230554,1,1,0,162349.63200603312,France,Female,0
848,49,5,236922.0064911177,1,0,1,92560.88302785411,Spain,Male,1
591,41,1,18079.118814484653,2,0,1,175211.39764484615,Germany,Male,0
384,31,6,238778.80182292536,3,1,0,44324.932849147604,Germany,Male,1
564,49,1,130644.14983418629,1,1,0,190060.37364221312,France,Male,0
686,73,5,74891.41948846847,3,0,0,51566.62459806714,France,Female,0
439,63,0,19215.518819040877,2,0,0,71981.89632637698,France,Male,0
613,60,2,125156.06701760445,1,0,0,153676.5244802883,Spain,Male,0
442,33,1,198628.88612268717,3,0,0,84813.47689742727,Germany,Female,0
759,21,6,176771.61931667454,3,0,1,125560.16158562487,Germany,Male,0
807,69,3,12556.502865993441,3,0,0,94468.96520319142,Germany,Male,0
439,54,7,18225.458841975877,2,1,1,151050.28804705854,France,Male,0
767,71,5,100718.32065815928,2,0,0,53382.93795003606,Germany,Female,0
464,38,9,73822.62351198582,3,0,1,21107.01757500663,Spain,Female,0
454,31,3,58096.08076401196,3,0,1,66986.58551988259,France,Male,0
740,48,4,70251.1247271784,2,0,1,100118.64632500176,France,Male,0
545,72,8,200870.68582422115,3,1,0,41923.80991660893,France,Female,0
663,65,6,232307.01340796347,3,1,0,77411.48503471386,France,Male,1
463,35,9,101275.67363189161,2,0,0,85996.77347577803,Spain,Male,0
842,24,8,226527.75053312426,3,1,0,20904.450300771972,Germany,Female,0
424,27,6,80373.9253119705,3,1,1,120828.37715499886,Spain,Female,0
762,24,0,119109.2465859479,3,1,0,178025.2513145446,Germany,Female,0
725,50,7,56507.24945399993,2,1,1,38831.15346107996,Spain,Male,0
769,40,3,160119.010543961,3,1,1,123583.52254628767,France,Male,0
566,38,2,244745.27879370222,2,1,0,136300.44893306078,France,Male,1
626,36,6,150873.27401084467,2,0,0,89673.58927966478,Spain,Male,1
598,65,2,89453.52102838721,1,0,0,143208.54159921128,Spain,Female,1
513,78,7,161954.36149763208,1,0,1,88038.99326329229,Germany,Male,0
743,36,5,30730.16961634689,3,0,0,105881.08471571263,Spain,Male,0
706,53,4,222164.77006634965,2,0,1,11397.078465341127,Spain,Female,0
806,46,3,125770.9876949591,1,1,0,141426.82168559087,Germany,Female,1
757,77,7,112337.43550991052,3,0,1,135655.10899949764,Germany,Male,0
541,35,7,146466.1971133798,1,0,0,17296.166692005467,Germany,Female,0
576,19,0,156195.96569735062,1,1,0,79967.52040507528,Spain,Female,1
526,18,8,17943.951556628257,2,1,1,196016.0497504168,Germany,Male,1
448,64,4,170654.3053058506,2,0,0,89939.94688803719,France,Male,0
845,22,3,60482.920078882395,1,1,0,105369.62697504992,France,Male,0
385,37,5,178488.15812664744,1,1,0,182886.73005034652,France,Male,0
815,28,5,205633.6985960492,2,1,0,146279.75641449372,Spain,Female,0
846,59,1,200989.62688813006,3,1,0,120593.32491360248,France,Female,1
836,19,7,138125.24185197227,2,0,0,161582.88945480378,Spain,Male,0
445,20,6,130042.4730776878,1,1,0,174229.59062663492,Spain,Male,0
501,40,0,35718.990334852926,3,0,1,96808.73363008071,France,Female,1
500,72,4,193836.5376007839,1,0,1,100270.58933704872,Germany,Male,0
539,29,5,67852.34511167859,3,1,0,83349.6777738488,Spain,Male,0
573,37,3,124173.85570448663,1,1,0,193674.1666035075,France,Male,1
386,22,1,71068.52323187918,3,1,0,142461.58831516656,Spain,Male,1
617,54,3,33457.090749923285,3,0,1,25812.382579533736,Germany,Female,0
718,55,0,157389.42422293415,1,1,1,173962.3284294735,Germany,Male,1
532,47,6,13583.008705725957,3,1,0,101306.38875889093,France,Female,1
